content,sentencelabel
" Ha mondjuk gyapjúfilcből készítünk egy nyuszit, azt a gyerekek saját kezűleg szabják ki, töltik meg gyapjúval és varrják ki.",0
" A kesicével írt hímestojás mellé szintén gyapjúfilcből hímzett piros tojást varrnak, nyuszit kötnek-horgolnak, ugyanakkor a hagyományokhoz illően, locsolóverseket tanulnak” – magyarázta a pedagógus.",0
"A húsvéti szokások megismertetése mindig életkornak megfelelően történik: míg a kisebbekkel körjátékokat játszanak, mondókákat, verseket tanulnak, a nagyobbak, a kreatív írásgyakorlat keretében, saját locsolóverset írnak, amit majd elő is adnak a lányoknak.",0
"A tanítónő megosztotta, hogy a Waldorf-pedagógia, az évkör ünnepeit alapul véve, törekszik arra, hogy minden a maga idejében történjen: az iskolai tanév a Szent Mihály és Szent Márton-nappal kezdődik, majd a karácsonnyal, a farsangi időszakkal és a böjt időszakával folytatódik.",0
" „A húsvéti megújulás szellemében közösen tisztítjuk ki az osztályt, úgy megyünk el vakációra, hogy mindent rendben hagyunk, aminek van egy szakrális jellege is” – tette hozzá.",0
" A Waldorf-osztályba járó diákokkal ugyanakkor a böjt fogalmát is körüljárják, kipróbálva, milyen, ha a kedvenc tevékenységükről, szokásukról vagy épp egy tárgyról mondanak le negyven nap erejéig.",0
" A pedagógus szerint ugyanis ha sikerül, ez óriási erőt tud adni a diákoknak a későbbiekben.",0
" „A húsvéti ünnepköri készülődéshez ugyanakkor az is hozzátartozik, hogy ilyenkor kezdjük el a kert művelését, kikerülnek a hagymás virágok, ültetünk és megszépítjük a környezetünket, ebben is igazodva a természethez” – tette hozzá Incze Beáta.",0
"Bár elsősorban vallási ünnepként tartjuk számon, a húsvétot a népi hagyományban a természet újjászületésével, a termékenységgel, illetve a tavasz újjáéledésével is összefüggésbe szokták hozni.",0
" A tojásfestés hagyománya a legtöbb erdélyi térségben napjainkban is él, ám vannak olyan szokások, amelyek különböző oktatási formák mentén sajátos megközelítésben tűnnek fel.",0
" Az iskolákban történő húsvéti készülődésről Heinrich Andreát, a szatmárnémeti Hám János Római Katolikus Teológiai Líceum tanárát, Váta Gyöngyvért, a Kovászna megyei Lisznyói Általános Iskola tanítónőjét, illetve Incze Beátát, a sepsiszentgyörgyi Waldorf-osztály pedagógusát kérdeztük.",0
"A szatmárnémeti Hám János Római Katolikus Teológiai Líceum profiljának megfelelően a diákokat a keresztény értékek követésére neveli, így a kereszténység legfontosabb ünnepére való készülődés az oktatás szerves részét képezi.",0
" Heinrich Andrea, a líceum magyar szakos tanárnője megkeresésünkre elmondta, az iskola programjának megfelelően, a diákok heti szentmisén vesznek részt, a nagyböjt hangulata így már eleve adott.",0
 Ezenkívül hittan és úgynevezett spirituális órák keretében történik a húsvétra való ráhangolódás.,0
" A líceumi diákok osztályfőnöke elmondta, idén a humán–teológia szakos kilencedikesekkel egy osztálydíszítő programba kapcsolódtak, amely keretében ünnepi dekorációt készítettek.",0
" Hozzátette,",0
idén kivételesnek számító kezdeményezésként a református felekezetű diákok kérésére nagycsütörtökön az osztályban közösen olvasták fel a Krisztus szenvedéstörténetét bemutató passiót.,0
"„Többen szerették volna, hogy együtt olvassuk végig a szöveget, ami számomra nagyon megható volt, ugyanis személy szerint nagyon lényegesnek tartom, hogy foglalkozzunk Jézus passiótörténetével a nagyböjt időszakában.",0
" Különösen élményszerű, hogy a diákok részéről jövő kezdeményezés volt” – osztotta meg a pedagógus.",0
" Az iskolai hagyományt illetően, Heinrich Andrea elmondta, hogy a diákok nagycsütörtökön rendszerint egy krizmaszentelési misén vesznek részt, amelyet a püspök celebrál a szatmári székesegyházban.",0
"Váta Gyöngyvér, a háromszéki Lisznyói Általános Iskola összevont osztályának tanítónője a Krónika megkeresésére elmondta, idén az osztályába mindössze hét tanuló jár, így elsősorban lelkiekben és kézműves foglalkozás keretében készülnek a húsvétra.",0
" Mint mondta, ebben nagy segítségükre van a református vallástanár, Nagy Hajnalka, aki bevezeti a diákokat a húsvét misztériumába.",0
" A vidéki iskolában rendszerint nagycsütörtökre esik az ünnepre való hangolódás, húsvéti műhelymunkán kézimunkáznak, tojást festenek és írnak, valamint tojásfát is készítenek a diákok.",0
"„Amennyiben a gyerekek is nyitottan állnak a közös munkához, ez egy szép ráhangolódás lehet.",0
" Mivel kevesen vagyunk, az elkészült munkákból nehezebb összeállítani egy látványosabb kiállítást.",0
" Régen, amikor akár húsz gyerekünk is volt, a szülők is eljöttek az iskolába tojást írni, így együtt éltethettük a hagyományt” – tette hozzá Váta Gyöngyvér.",0
" A pedagógus ugyanakkor arról is beszámolt, hogy faluszinten még mindig él a locsolkodás hagyománya.",0
" Lisznyóban a kisebb fiúk, legények, de akár az idősebb férfiak is eljárnak még locsolni, ami rendszerint egy különleges szokással egészül ki.",0
"Hogy a magyar ellenzéknek még mindig nem igazán sikerült levonnia a megfelelő következtetéseket a csúfos választási kudarc után, azt az is jelzi, hogy még mindig nem mondott le egyik párt elnöke sem.",0
"Hogy a magyar ellenzéknek még mindig nem igazán sikerült levonnia a megfelelő következtetéseket a csúfos választási kudarc után, azt az is jelzi, hogy még mindig nem mondott le egyik párt elnöke sem.",0
 Ehelyett igyekeznek a felelősséget rátolni a közös miniszterelnök-jelöltre.,0
" Ami annyiban jogos, hogy a kampány során mindent és mindennek az ellenkezőjét is összehordó Márki-Zay Péter valóban sokat tett azért, hogy az ellenzéki összefogás elbukjon, de azért a részt vevő pártok vezetőinek felelőssége sem elhanyagolható.",0
"Igaz, a maguk szempontjából egyesek akár még sikernek is tekinthetik az eredményt.",0
" Hiszen akad néhány olyan párt, amely önállóan indulva legfeljebb annyi voksot kapott volna, mint a Kutyapárt.",0
" Ilyen a Párbeszéd, de az LMP és az MSZP is sikeresen a parlamenti küszöb alá küzdötte magát az utóbbi években.",0
" Ennek fényében az, hogy országgyűlési frakciót alakíthatnak, már valóban eredménynek mondható.",0
Nem panaszkodhat Gyurcsány Ferenc sem.,0
" Igaz, a DK terhelt múltú elnöke az egyik legfőbb olyan tényező, aki miatt sokan sohasem szavaznának az összefogásra, de így is ő és pártja vált az ellenzék legfőbb vezető erejévé.",0
"A Momentum is örülhet, hiszen Brüsszel után Budapesten is parlamenti erővé vált.",0
" A Jobbikban viszont van miért aggódni, egyértelmű, hogy az ellenzéki összefogás a Gyurcsányra és a balliberális pártokkal való együttműködésre nemet mondó jobbikos szavazók miatt ért el pocsék eredményt.",0
" A nagy kérdés most az, hogy milyen jövő vár a hat pártra, amelyre most egyértelműen nemet mondott a választópolgárok többsége.",0
"Az megmutatkozott, hogy együtt sem képesek többre, mint külön-külön, az elkötelezett Orbán-fóbiásokon kívül nem tudott igazán tömegeket megszólítani a hat, elvileg teljesen más doktrínát képviselő és kizárólag a kormány leváltásának szükségességében egyetértő párt, mivel a polgárok többsége nem tekintette hiteles alternatívának őket.",0
"Ezért kérdéses, van-e értelme a következő négy évben is fenntartani az együttműködést, hiszen fennáll a veszélye, hogy még tovább morzsolódik a pártok amúgy is kiábrándult szavazóbázisa.",0
"Van ugyanakkor olyan ellenzéki párt is, amely tényleg felhőtlenül örülhet: a Mi Hazánk, amely jobbról előzve került be az Országgyűlésbe.",0
" A Mi Hazánk egyértelműen annak a nyertese, hogy a Jobbik összebútorozott a balliberális pártokkal: a szavazói úgy döntöttek, hogy Jakab Péterék nyugodtan váljanak a Gyurcsány-szextett részévé, de ők ebből inkább nem kérnek.",0
" Igaz, már a Mi Hazánk is elindult a jobbikosodás útján – már abban az értelemben, hogy hasonlóan a Jobbik politikusaihoz, akik gyalázni kezdték a határon túli magyarokat, amikor rájöttek, hogy nem terem sok babér számukra a körükben, az újdonsült parlamenti párt elnöke is beleállt abba a narratívába, amely csalásgyanút kiáltva komolyan veszi azt az egyértelműen diverziós szándékú esetet, amely során „véletlenül” találtak meg Marosvásárhely mellett részben megégett szavazólapokat.",0
"Apropó határon túliak: az ellenzéki pártoknak van egy kicsi, de annál hangosabb értelmiségi szurkolótábora Erdélyben, amely a pluralizmus jegyében kiabál kígyót-békát mindenkire, aki nem a balliberális oldal híve – hitelességükről annyit, hogy a nagy pluralizmusfetisiszták egyike korábban a Krónika betiltását pedzegette, amiért nem az ő világnézetével egyező írásokat közöl.",0
"Egyik szószólójuk Eckstein-Kovács Péter volt kisebbségügyi miniszter, aki szerint a magyar kormányoldallal szövetkezve az RMDSZ feladta a transzilvanizmust.",0
" Nos, miért állna ellentétben a magyar nemzet egységességének hangsúlyozása azzal, hogy az erdélyi magyar közösséget bizonyos kulturális sajátosságok – ha csak kis mértékben is – megkülönböztetik az anyaországitól, ahogy a többi elszakított országrészben élőket is?",0
" Vagy ha esetleg a transzilvanizmus alatt azt érti valaki, hogy a különbségek túlhangsúlyozásával a szétfejlődés útját támogatja, azzal csak kárt okoz az erdélyi magyar közösségnek.",0
" Bár persze lehet, egyszerűen csak azt tartják frusztrálónak, hogy az erdélyi magyarok többsége a konzervatív oldallal rokonszenvez.",0
" Aki pedig attól tart, hogy a nemzet egységét hirdető kormánnyal szimpatizáló többség miatt tartják majd nemzetbiztonsági kockázatnak a magyarokat Romániában, azt megnyugtatjuk: anélkül is annak tartanak.",0
" Ráadásul kissé fonákul hangzik a transzilvanizmus számonkérése épp azon oldal részéről, amelynek hangadói a budapesti ellenzéki sajtóorgánumokban fejtik ki értékes publicisztikai tevékenységüket, és előszeretettel importálják a balliberális oldal retorikáját, amely a tolerancia jegyében mindenkit megbélyegez és kirekeszt, aki nem ért vele egyet.",0
"A kínai haditengerészet és légierő gyakorlatot tartott Tajvan közelében pénteken, az amerikaiak Tajvannal kapcsolatos rossz jeleire reagálva, miközben a szigeten egy amerikai kongresszusi delegáció tett látogatást.",0
A CGTN pekingi székhelyű nemzetközi hírcsatorna tudósítása szerint a kínai hadsereg hadihajókat és vadászgépeket küldött a Kelet-kínai-tenger Tajvan körüli részére.,0
" Si Ji-lu, a hadsereg keleti hadtörzsének parancsnoka a műveletet válaszlépésnek nevezte az elmúlt időszakban gyakorivá vált, Tajvannal kapcsolatos amerikai jeladásokra.",0
"– fogalmazott a parancsnok, arra figyelmeztetve, hogy aki a tűzzel játszik, az könnyen megégetheti magát.",0
"Kína a diplomáciai kapcsolatok alapfeltételének tekinti az egy Kína elvének betartását, és ellenez mindenféle hivatalos kapcsolattartást a világ országai és Tajvan között.",0
"Az Egyesült Államok ugyan hivatalos diplomáciai kapcsolatot nem ápol a szigettel, ám törvény kötelezi, hogy ellássa Tajvant a védelme biztosításához szükséges fegyverekkel.",0
"Pénteken Bob Menendez, az amerikai szenátus külkapcsolatokkal foglalkozó bizottságának elnöke találkozott Caj Jing-ven tajvani elnökkel.",0
" Menendez egy hattagú, kétpárti törvényhozókból álló amerikai delegáció élén érkezett a szigetre, amelyet Kína saját területének elidegeníthetetlen részeként tart számon.",0
 A kínai hadsereg a pénteki gyakorlat kapcsán nem tett említést a látogatásról.,0
Bob Menendez Tajvan biztonságának fontosságát hangoztatta Tajpejben.,0
 A,0
" Caj Jing-vennel tartott, a tajvani média által élőben közvetített megbeszélésén Menendez hangsúlyozta, hogy Tajvanon gyártják a félvezetők 90 százalékát, ezért a sziget biztonsága az egész világ számára rendkívüli fontossággal bír.",0
"A találkozón Lindsey Graham dél-karolinai republikánus szenátor leszögezte: Tajvant sorsára hagyni egyet jelent azzal, hogy sorsára hagyják a demokráciát és a szabadságot.",0
"– fogalmazott a megbeszélést követően Xavier Chang, a tajvani elnöki hivatal szóvivője.",0
"A kínai Államtanács tajvani ügyekért felelős irodája pénteken tiltakozását jelentette be a látogatás miatt, és felszólította Washingtont, ne támogassa a tajvani függetlenségi törekvéseket.",0
"Peking és Tajpej között a viszony többéves közeledés után ismét fagyossá vált, miután a Caj Jing-ven tajvani elnök vezette kormányzat elutasította az 1992-ben elfogadott, az egy Kína elvét magában foglaló egyezményt, amelyet Peking a tárgyalások alapfeltételeként kezel.",0
"A kínai kormányzat azóta diplomáciai eszközökkel igyekszik korlátozni Tajvan mozgásterét a nemzetközi színtéren, gazdasági nyomást alkalmaz, és rendszeresen tart hadgyakorlatokat a sziget közvetlen közelében.",0
A CGTN pekingi székhelyű nemzetközi hírcsatorna tudósítása szerint a kínai hadsereg hadihajókat és vadászgépeket küldött a Kelet-kínai-tenger Tajvan körüli részére.,0
" Si Ji-lu, a hadsereg keleti hadtörzsének parancsnoka a műveletet válaszlépésnek nevezte az elmúlt időszakban gyakorivá vált, Tajvannal kapcsolatos amerikai jeladásokra.",0
"– fogalmazott a parancsnok, arra figyelmeztetve, hogy aki a tűzzel játszik, az könnyen megégetheti magát.",0
"Kína a diplomáciai kapcsolatok alapfeltételének tekinti az egy Kína elvének betartását, és ellenez mindenféle hivatalos kapcsolattartást a világ országai és Tajvan között.",0
"Az Egyesült Államok ugyan hivatalos diplomáciai kapcsolatot nem ápol a szigettel, ám törvény kötelezi, hogy ellássa Tajvant a védelme biztosításához szükséges fegyverekkel.",0
"Pénteken Bob Menendez, az amerikai szenátus külkapcsolatokkal foglalkozó bizottságának elnöke találkozott Caj Jing-ven tajvani elnökkel.",0
" Menendez egy hattagú, kétpárti törvényhozókból álló amerikai delegáció élén érkezett a szigetre, amelyet Kína saját területének elidegeníthetetlen részeként tart számon.",0
 A kínai hadsereg a pénteki gyakorlat kapcsán nem tett említést a látogatásról.,0
Bob Menendez Tajvan biztonságának fontosságát hangoztatta Tajpejben.,0
 A,0
" Caj Jing-vennel tartott, a tajvani média által élőben közvetített megbeszélésén Menendez hangsúlyozta, hogy Tajvanon gyártják a félvezetők 90 százalékát, ezért a sziget biztonsága az egész világ számára rendkívüli fontossággal bír.",0
"A találkozón Lindsey Graham dél-karolinai republikánus szenátor leszögezte: Tajvant sorsára hagyni egyet jelent azzal, hogy sorsára hagyják a demokráciát és a szabadságot.",0
"– fogalmazott a megbeszélést követően Xavier Chang, a tajvani elnöki hivatal szóvivője.",0
"A kínai Államtanács tajvani ügyekért felelős irodája pénteken tiltakozását jelentette be a látogatás miatt, és felszólította Washingtont, ne támogassa a tajvani függetlenségi törekvéseket.",0
"Peking és Tajpej között a viszony többéves közeledés után ismét fagyossá vált, miután a Caj Jing-ven tajvani elnök vezette kormányzat elutasította az 1992-ben elfogadott, az egy Kína elvét magában foglaló egyezményt, amelyet Peking a tárgyalások alapfeltételeként kezel.",0
"Vitalij Klicsko kijevi polgármester arra kéri azokat, akik vissza akartak volna térni a fővárosba, hogy ne tegyék.",0
 Több ukrán városból érkeztek jelentések az orosz bombázások miatti veszteségről.,0
 Ukrajna a bankszektor vezetőivel tárgyal majd Washingtonban – kövesse hírfolyamunkat az orosz–ukrán háborúról.,0
"Több lehetőséget is mérlegel, de kiemelte: ez a hat ellenzéki párt döntése lesz majd.",0
"Nem egymásban kell keresni a hibást és a felelőst az ellenzék választási veresége miatt, mert az a Fidesz „halálcsillagának” tudható be, vagyis annak a propagandagépezetnek, amellyel álhíreket terjesztettek – mondta el az ATV Egyenes beszéd című műsorában Márki-Zay Péter.",0
" ""A játékszabályokon kell változtatni, különben az eredmény sem fog változtatni"" - fogalmazott, hozzátéve, egy demokratikus választáson nem lehet legyőzni egy nem demokratikus rendszert.",0
"Az ellenzék közös miniszterelnök-jelöltje beszélt arról is, kinek szánná az országgyűlési választáson listáról elért mandátumát, amellyel kapcsolatban már korábban jelezte, nem kívánja felvenni.",0
"Kiemelte: elsősorban a hat párt döntése lesz, hogy kié lesz a mandátum, de ő szívesen javasolná Szél Bernadettet, aki alulmaradt az egyéni körzetben Menczer Tamással szemben.",0
" Hozzátette ugyanakkor: az MSZP-nek most 10 mandátuma van, de a pártfinanszírozás szabályai alapján jobban járnának, hogyha 11-en lennének, így nekik is szívesen adna egy helyet.",0
"Ennek megteremtését tekinti hitvallásának a megválasztott köztársasági elnök, aki a Kossuth Rádióban Balog Zoltánnal beszélgetett.",0
" Nem mulasztotta el méltatni sem a volt minisztert, aki munkaszüneti nappá tette nagypénteket.",0
Az alaptörvényben előírt feladatán túl a nemzeti egység kifejezését személyes vállalásának nevezte Novák Katalin megválasztott köztársasági elnök pénteken a Kossuth rádió Az este című portréműsorában.,0
" Novák Katalinnal Balog Zoltán, a Magyarországi Református Egyház zsinatának lelkészi elnöke, volt emberierőforrás-miniszter beszélgetett.",0
"A megválasztott államfő azt mondta: nehéz, de nem lehetetlen feladat lesz megjeleníteni a nemzet egységét; sok-sok olyan törésvonal van, amelyeken felül kell emelkedni.",0
" Novák Katalin szerint a magyar emberek többsége vágyakozik ez után a nemzeti egység után, még akkor is, ha ezzel nem minden pillanatban vannak tisztában.",0
"Köztársasági elnöki tisztségével kapcsolatban közölte: arra törekszik, hogy - bár a körülményei jelentősen megváltoznak majd - a lényeg ne változzon: hogy ""honnan jöttem, hogy ki vagyok és milyen örökséget kaptam"", valamint azok a viszonyítási pontok, amit Isten, a hit, a család, a barátok jelentenek.",0
"Novák Katalin hitének személyes dimenziójáról szólva elmondta: felnőtt fejjel ébredt rá arra, hogy mennyire fontos szerepet játszik Isten és az Istenbe vetett hit az életében, hogy annak minden területén meghatározóan jelen van.",0
" A személyes hit közéletbeni helyére térve azt mondta: ""meg kell találnunk azt a formát, ahol nem rekesztünk ki másokat azért, mert mi megvalljuk a személyes hitünket, ugyanakkor meg tudunk szólítani olyanokat, akiknek vagy már része az életének ez a hit (.",0
.,0
.,0
"), vagy esetleg nem ébredtek még erre rá"".",0
"Az ukrajnai háborúra utalva azt mondta, ez a nagypéntek lehetőséget ad, hogy átérezzük azoknak a fájdalmát, akik veszteséget szenvednek el.",0
" Úgy folytatta: a feltámadás bizonyossága pedig arra is reménységet ad, hogy lesz Kárpátalján száz év múlva is magyar szó.",0
"Novák Katalin egyúttal méltatta Balog Zoltán kezdeményezését, amely alapján munkaszüneti nappá vált nagypéntek.",0
"Még a színész életében döntött úgy a kormány, hogy kialakítják az intézményt Törőcsik Mari szülőhelyén, a színész nagyapja által épített mozi épületében, de a beruházás elakadt.",0
"Nettó 1,8 milliárd forintból hozzák létre a Kovács Sándor-Törőcsik Mari Házat a kétszeres Kossuth-díjas színésznő szülőfalujában, Pélyen – vette észre az Elektronikus Közbeszerzési Rendszerbe feltöltött, erről szóló dokumentumot az Rtl.",0
hu.,0
"A ház létrehozásáról még 2018-ban döntött a kormány; az építés helyszíneként a művésznő nagyapja, Kovács Sándor által épített közösségi mozi telkét és a szomszédos telket jelölték meg, amelyek ekkor önkormányzati tulajdonban voltak.",0
" Az eredeti határozat értelmében az épületet ingyen vette volna át az állam, ezt azonban nem tudták megoldani.",0
"Úgy látszik, nem tudták végrehajtani az ingyenes átvételről szóló 2018-as kormányhatározatot, mert most a kormány vásárlásról vagy kisajátításról döntött.",0
"Aztán a beruházás elakadhatott, mivel a közbeszerzést csak decemberben írta ki az állami  BMSK Zrt.",0
 Az eljárás április elején zárult: a tervezési és kivitelezési munkákat a budapesti EB Hungary Invest Kft.,0
" végzi el nettó 1,8 milliárd forintért.",0
 Ez a cég nyert a kelenföldi pályaudvar felújítására kiírt közbeszerzésen is – jegyzi meg a portál.,0
"A dokumentáció szerint az egyemeletes épületet kibővítik, a rossz állapotú épületeket elbontják az egykori moziépület négy falának kivételével, amelyeket a Kovács Sándor iránti tiszteletből megtartják.",0
" Az épület helyére egy U- alakú, a Kovács-féle épületet idéző közművelődési épület alakítanak ki, amelyben emlékszoba, közösségi könyvtár, ruhatár és irodák is lesznek.",0
" A nagyteremben színpadot alakítanak ki, valamint helyet kapnak vendégszobák is.",0
"A pélyi mozi volt az az épület, ahol a 15 éves koráig Pélyen élő Törőcsik Mari rengeteg filmet megnézett, ahol arról ábrándozott, hogy híres színésznő legyen belőle.",0
Szerencsére nem keletkezett tűz.,0
Robbanás történt szombat délelőtt egy VIII.,0
" kerületi, Vajda Péter utcai lakásban.",0
" Kolozsi Péter, a Fővárosi Katasztrófavédelmi Igazgatóság helyettes szóvivője az MTI érdeklődésére elmondta, az épület első emeletén lévő mintegy 40 négyzetméteres lakásban robbant fel egy gázpalack.",0
"A lakás ablakai kitörtek, bejárati ajtaja kiszakadt, de tűz nem volt - tette hozzá.",0
A fővárosi tűzoltók az épület felső szintjeit kiürítették.,0
 A lakásban megsérült férfit a mentők látják el.,0
"Az MTI úgy tudja, hogy egy airsoft fegyver töltőpalackja robbant fel a lakásban.",0
Szél Bernadett kiesése a parlamentből a választás „legigazságtalanabb és legfájóbb” következménye Hadházy Ákos szerint.,0
"A tisztességtelen fetételek mellett lebonyolított, elcsalt választás következményei közül a Fidesz ismét kétharmados többsége mellett Szél Bernadett kiesése a legigazságtalanabb és legfájóbb.",0
" Az ellenzék egyik legaktívabb, legelszántabb, legnépszerűbb és hiteles tagja távozhat a parlamentből",0
"– közölte a Facebookon Hadházy Ákos, aki szerint mindez „az ellenzéki pártok rossz döntéseinek a következménye”, mivel Szél billegő körzetben indult, és „világosan lehetett előre jósolni, hogy rossz országos eredmény esetén veszíthet”.",0
" Hozzáteszi, az előválasztáson ráadásul nem is lehetett az ellenzéki listáról szavazni, a pártok egyezsége pedig „nem engedte meg, hogy a pártelitekhez nem kötődő, független képviselő befutó helyet kapjon” rajta, így pedig „a nála jóval kevesebbet teljesítő képviselők jutottak be a listáról”.",0
"Csak remélni merem (és javaslom is), hogy Márki-Zay Péter át nem vett mandátumát neki ajánlják fel",0
– tette hozzá Hadházy Ákos.,0
"A mandátumát fel nem vevő Márki-Zay Péter korábban szintén azt mondta, ő „szívesen javasolná”, hogy Szélé legyen a mandátuma, de ez hatpárti döntés lesz.",0
"Több lehetőséget is mérlegel, de kiemelte: ez a hat ellenzéki párt döntése lesz majd.",0
"A száguldó infláció és az ukrajnai háború miatt kialakult gazdasági válság arra ösztönözte a német kormányt, hogy évtizedek óta nem látott jelentős mértékben emelje a nyugdíjakat.",0
"5,35%-os lesz az emelkedés az egykori Nyugat Németországban, ahol tavaly nem változott a nyugdíj, mert a Covid padlóra küldte a német gazdaságot is.",0
 1983 óta nem volt ilyen jelentős mértékű emelés.,0
" Tegyük hozzá gyorsan, hogy ilyen nagy infláció sem.",0
"Még nagyobb lesz a nyugdíjemelés az egykori NDK-ban, ahol pedig tavaly is volt növekedés, igaz, hogy minimális mértékben.",0
" 6,12 százalékkal nő a nyugdíjak értéke Németország keleti részén, 1994 óta ez a legnagyobb emelés.",0
Az infláció gyorsabb lehet,0
"5%-nál gyorsabban emelkednek az árak Németországban, ahol ez kifejezetten magas inflációnak számít.",0
" ""Teljesen megeszi az infláció a szép nyugdíjemelést"" - panaszkodott a közszolgálati Deutsche Wellének Anja Piel, a legnagyobb szakszervezet, a DGB  vezetőségi tagja.",0
Az infláció visszatérésével együtt pedig kiújult az örök vita a nyugdíjrendszerről.,0
 Elvben a nyugdíjak növekedési indexét a bérek emelkedéséhez  igazítják a németeknél.,0
" Csakhát a bérből és fizetésből élőket is sújtja az infláció, de ezt nem mindenütt ellensúlyozza a jövedelmek növekedése.",0
" A DGB szakszervezetnek azért is nem tetszik a mostani nyugdíjemelés, mert az el van választva a bérek növekedésétől.",0
"Mind a bérből és fizetésből élők, mind pedig a nyugdíjasok fő problémája az, hogy az infláció csökkenti az életszínvonalukat, mert az árak gyorsabban nőnek mint a háztartások bevételei.",0
" ""A helyzet az, hogy a nyugdíjak reálértéke csökken"" - összegezte a szakszervezeti vezető, aki a Deutsche Wellének nyilatkozott.",0
Nem léphet be az országba a brit védelmi és külügyminiszter és további tíz brit politikus sem.,0
"Oroszország megtiltotta, hogy az ország területére lépjen Boris Johnson brit miniszterelnök, Liz Truss külügyminiszter, Ben Wallace védelmi miniszter, valamint további tíz brit politikus – írja a Guardian.",0
"Az orosz külügyminisztérium indoklása szerint minderre „a brit kormány példa nélkülien ellenséges akciói” miatt volt szükség, „különös tekintettel a magas rangú orosz hivatalnokok elleni szankciók életbe léptetésére”.",0
Az oroszok közölték: hamarosan közzéteszik az országból kitiltott politikusok teljes listáját.,0
Az Ukrajna elleni háborúrl szóló hírfolyamunkat ebben a cikkben követheti:,0
"Vitalij Klicsko kijevi polgármester arra kéri azokat, akik vissza akartak volna térni a fővárosba, hogy ne tegyék.",0
 Több ukrán városból érkeztek jelentések az orosz bombázások miatti veszteségről.,0
 Ukrajna a bankszektor vezetőivel tárgyal majd Washingtonban - kövesse hírfolyamunkat az orosz-ukrán háborúról.,0
A felnőtt ügyelet- és gyógyszertárkereső surgossegi.,0
"info weboldal célja, hogy az adott probléma gyors kezelésére alkalmas legközelebbi intézmény megmutatásával, a várakozási idők csökkentésével országszerte segítse a járóbetegek ügyeleti ellátásának gördülékenységét, és tehermentesítse az egészségügyi dolgozókat.",0
"„Nagyon gyakori probléma, hogy valamilyen oknál fogva, egész egyszerűen nem tudjuk, melyik ellátóhoz kell menni, és ebből következik, hogy akár 2-3 helyen is megfordulnak a szülők, mire odakerülnek, ahol van olyan szakorvos, aki érdemben tud a gyerkőc aktuális problémájával foglalkozni” – magyarázta Németh Franciska, akiben ápolóként végzett félévnyi kórházi munka után kezdett körvonalazódni, egy a pácienseket és az ellátókat egyaránt segítő weboldal gondolata.",0
" „Az ügyeleti ellátó intézmények meghatározásához mi egy a mentők által évről évre frissített, 60-70 oldalas dokumentumot használunk.",0
" Én azt a célt tűztem ki magam elé, hogy ezt felhasználóbaráttá, könnyen kezelhetővé alakítom.",0
" Így született meg a mostani ügyeletkereső előzményeként a GyermekSOS, ahol az aktuális budapesti és pest megyei államilag finanszírozott gyermekügyeleteket, valamint az ügyeletes gyógyszertárakat mindössze néhány kattintással megtalálhatják azok, akiknek szüksége van rá.",0
”,0
A surgossegi.,0
"info weboldalt a Nemzeti Kutatási, Fejlesztési és Innovációs Hivatal támogatásával hozták létre és az Országos Mentőszolgálat segítségével tesztelték.",0
" Az ellátókat és ellátottakat egyaránt segítő felületet adatbázisában egyelőre a leggyakoribb problémákra kínál megoldást, de a tapasztalatok, visszajelzések, s a szakmával való egyeztetéseket követően az ellátók sorát tovább bővítik majd.",0
"Az oldal üzemeltetői ígérik, figyelik, hogy mire van igény, és ezekre a megfelelő szakterületekkel egyeztetve alkalmazkodva reagálnak.",0
" A hosszútávú cél az, hogy minden problémára – így például pszichés krízishelyzet, vagy akár szülés utáni depresszió, függőség esetén is – tudjanak ajánlani valamit.",0
"A weboldal és az azzal párhuzamosan működő közösségimédia-felületek a jövőben edukációs szerepet is betöltenek majd, ahol videós és szöveges tartalmakkal segítik a betegek jobb egészségértését.",0
"Ha máskor is tudni szeretne hasonló dolgokról, lájkolja a HVG Tech rovatának Facebook-oldalát.",0
"A globális kutatás arra mutat rá: az emberek már költenének a járvány után, mégis spórolásra kényszerülnek.",0
Az áremelkedés miatt a fogyasztók többségének változtatnia kell a vásárlási szokásain - derül ki az EY 18 ezer fő körében végzett nemzetközi felméréséből.,0
" A termékek és a szolgáltatások árának emelkedése az alacsonyabb jövedelműeket érinti a leginkább hátrányosan (62%), de a közepes (48%) és a magasabb keresetűek (42%) is megérzik a megnövekedett terheket – az EY globális kutatásának eredményei alapján.",0
" Emiatt a vevők visszafogják a fogyasztásukat, olcsóbb árucikkekre váltanak, és kevesebbet vásárolnak a nem létfontosságú készítményekből.",0
"A válaszadók leginkább a ruházati cikkekre (38%), a szépségápolási és kozmetikai szerekre (35%), valamint alkoholra (30%) költenek kevesebbet.",0
 Sokan azonban már a friss (20%) és a csomagolt élelmiszerek (19%) esetében is inkább az olcsóbbat választják.,0
" Az emelkedő megélhetési költségek miatt a megkérdezettek közel kétharmada (60%) kezdene el megtakarítani (60%) a közeljövőben, míg tízből négy ember (39%) már most is igyekszik félre tenni.",0
"Mindezt egy olyan időszakban, amikor az EY felmérése szerint a fogyasztók minden eddiginél jobban vágynak az élményekre.",0
" Szeretnék bepótolni a világjárvány során elmaradt programokat, és elmenekülni a nehézségek elől.",0
